year,title,description,area,source_url
500,Krig/konflikt i Halland 500,"Järnålderns samhällssystem är relativt okänt under de första seklerna och har av somliga tolkats som mer jämlikt än tidigare perioder, men efter omkring år 200 framträder åter igen fornminnen av skilda slag som kan jämföras med situationen under bronsåldern. Senast från denna tid härstammar troligen många av de större byarna i landskapet. Under 400- och 500-talen byggdes storgårdar som efterhand blev större, men troligen färre. Ett exempel på en storgård från denna tiden är Slöingeboplatsen som",Köinge,https://sv.wikipedia.org/wiki/Hallands_historia
500,Krig/konflikt i Ukraina 500,"Enligt generalstabsverket blev omkring 2 800 svenska soldater tillfångatagna efter slaget. Med generalstabens siffror på 6 900 stupade soldater och 2 800 tillfångatagna innebar att de svenska totalförlusterna uppgick till 9 700 man, en förlustandel på 49 procent eller varannan svensk soldat som deltog i slaget. Enligt vissa beräkningar ska omkring 1 500 sårade soldater ha deltagit i reträtten från Poltava. Inkluderas denna uppgift skulle den totala förlustsiffran uppgå till 11 200 man, en förlus",Poltava,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
500,Krig/konflikt i Ukraina 500,"Rehnskiöld beslutade att den svenska huvudstyrkan skulle omedelbart marschera söderut och tillbaka mot det gamla återsamlingsområdet kring Pobivankasänkan, för att därifrån kunna ta upp kampen mot det ryska infanteriet. När infanterikolonnerna var framme, beordrade han Lewenhaupt att omgruppera dessa till linjeformation med front mot den ryska linjen, som vid den tiden stod omkring en kilometer bort. Resterna av det svenska infanteriet ställdes upp på en tunn linje, mellan 1 400 och 1 500 meter",Närke,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
500,Krig/konflikt i Halland 500,"De fredligare förhållandena från 1700-talet och framåt medförde att utvecklingen i landskapet kunde ta fart igen. Jordbruket effektiviserades och var i mitten av 1800-talet ett av landets mest effektiva. Samtidigt förblev landskapet i mångt och mycket väldigt provinsiellt och fattigt, särskilt de inre skogsbygderna. Erosion och sandhedar med mera gjorde att även stora delar längs kusterna var oattraktiva och emigrationen var påtaglig långt in på 1900-talet. Från vikingatiden och framåt hade land",Halland,https://sv.wikipedia.org/wiki/Hallands_historia
500,Krig/konflikt i Ukraina 500,"På grund av ryssarnas överlägsenhet i både manskap och material, liksom att nästan samtliga officerare hade stupat, tvingades Roos att med sin illa tilltygade skara retirera från skogsbrynet och gå längre in i Jakovtsiskogen mot det svenska infanteriets tidigare förläggning i söder, i hopp om att där kunna finna undsättning. Mensjikov beslöt därefter att överlämna befälet till Rentzel och återvända till tsaren, då han ansåg sig ha löst sin uppgift. Rentzels trupper förföljde svenskarna obönhörli",Poltava,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
500,Krig/konflikt i Ukraina 500,"Under tiden som de övriga tre kolonnerna efter anfallets inledning var på väg att passera reduttlinjen, var Roos trupper fortfarande kvar i den invecklade striden mot den tredje redutten. Med omkring 40 procent eller 1 100 i antalet stupade och sårade bland trupperna, blev löjtnant Olof Pommerijn från Dalregementet tvungen att uppsöka Roos och anhålla om att trupperna borde avbryta anfallet och dra sig tillbaka. Roos gav med sig och drog sedan slutsatsen att besättningen i den tredje redutten va",Närke,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
500,Krig/konflikt i Ukraina 500,"Både Karl XII och Rehnskiöld ansåg att de resterande 8 000 svenska trupperna inte skulle behövas inför striden och beordrade dessa att bevaka trossen, belägringsverken vid Poltava och förbindelserna längs Vorskla. Vid Poltava stod en belägringsstyrka på 1 300 man, bestående av en bataljon vardera ur Södermanlands respektive Kronobergs infanteriregementen under Gabriel von Weidenhaijn respektive Johan Cronman, 4 skvadroner ur Livdragonregementet och belägringsartilleriet, liksom en fältvakt på 30",Poltava,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
500,Krig/konflikt i Ukraina 500,"Peter I kommenderade över 51 000 reguljära ryska trupper och 23 000 irreguljära kosacker och kalmucker. Det ryska reguljära infanteriet räknade högst 24 500 man i slaglinjen inför huvuddrabbningen. Det ryska reguljära kavalleriet bestod inför huvuddrabbningen av omkring 14 600 dragoner. Av de ryska trupperna befann sig omkring 60 bataljoner, omkring 27 000 man, och artilleriet inom det befästa lägret. Där fanns även Peter I:s stab och uppvaktning. Två infanteriregementen stod som säkerhetsbesätt",Semjonovka,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
500,Krig/konflikt i Ukraina 500,"På fältet stod fortfarande några svenska bataljoner, som nu var helt isolerade och mötte en flodvåg av ryska musköter, bajonetter och pikar. Av de tio svenska bataljonschefer som lett sina trupper i anfallet dödades sju inom loppet av en halvtimme, de övriga blev samtliga sårade. Major Gyllenstierna och kapten Mannersvärd stupade ihop med flera andra officerare i sina gardesbataljoner och Kalmarbataljonen förlorade nästan halva sitt manskap, tillika regementschefen Ranck. I Skaraborgsbataljonen",Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
500,Krig/konflikt i Ukraina 500,"Den första infanterikolonnen längst till vänster under generalmajor Sparre bestod av Västmanlands regementes två bataljoner på 1 100 man under Erik Sparre, Närke-Värmlands regementes två bataljoner på 1 200 man, samt en bataljon på 300 man ur Jönköpings regemente under Georg von Buschwaldt. Den andra kolonnen under generalmajor Stackelberg bestod av Västerbottens regementes två bataljoner på 600 man under Gideon Fock, en bataljon på 380 man ur Östgöta infanteriregemente under Anders Appelgren sa",Närke,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
500,Krig/konflikt i Sverige 500,"Ryssland erövrade Viborg 1710, och lyckades 1711 avstyra ett svenskt försök att återta staden, varigenom även Karelen förlorades till Ryssland. 1712 sände Ryssland en armé under Generalamiral Fjodor Apraksins befäl för att erövra Finland. Apraksin samlade en armé på 15 000 man till Viborg och inledde fälttåget i slutet av augusti. Den svenska generalen Georg Lybecker med sina 7 500 man valde att undvika ryssarna från deras ställningar nära Viborg och i stället drog sig tillbaka västerut om Kymme",Viborg,https://sv.wikipedia.org/wiki/Stora_nordiska_kriget
500,Krig/konflikt 500,"En av världens största vikingautställningar finns på Historiska museet i Stockholm. Se 2 500 originalföremål, lär dig om handel, resor och tro – och upptäck hur vikingarna faktiskt levde.",Stockholm,https://historiska.se/utforska-historien/kunskapsbank/vikingar/
500,Krig/konflikt i Sverige 500,"Samtidigt arbetade Magnus Stenbock med att stärka den svenska kontinentalarmén. Flera nya regementen samlades i Växjö och fick dagligen öva på en frusen sjö utanför staden och blev tilldelade uniformer ur militärförråden. Den 5 februari hade Stenbock förflyttat sig till Osby, där ytterligare förband anslöt sig och han förfogade nu över cirka 16 000 man. Den svenska armén därmed avsevärt större än den efterhand allt mer decimerade danska styrkan. Stenbock hade för avsikt att marschera över Rönneå",Helsingborg,https://sv.wikipedia.org/wiki/Stora_nordiska_kriget
500,Krig/konflikt i Skåne 500,"Den exakta dödssiffran är okänd och de ursprungliga dokumenten angående slagets förluster är försvunna, trots att kropparna räknades nästa dag. De stupade begravdes i massgravar på fältet utan hänsyn till nationalitet. Samtida svenska källor tyder på att mellan 8 300 och 9 000 soldater från båda sidor stupade under slaget, exklusive de danskar som drunknade och de som dog av sina sår under de följande veckorna. En samtida dansk källa säger att totalt 9 300 stupade. Den svenska arméns förluster u",Lund,https://sv.wikipedia.org/wiki/Slaget_vid_Lund
500,Krig/konflikt i Sverige 500,"Orsaken till det trettioåriga krigets tredje fas, det svensk-tyska skedet (1630–1635), var nödvändigheten för Sverige att driva ut de katolska arméerna ur de nordtyska länder som låg inom dess närmaste intressesfär samt förhindra flottrustningarna där. Samtidigt lade Gustav II Adolf fram konturerna till en lösning som på samma gång skulle ha tillgodosett både Sveriges och dess trosförvanters intressen i Nordtyskland. Det gamla tillståndet skulle återställas där, kustländerna underkasta sig Sveri",Danzig,https://sv.wikipedia.org/wiki/Trettioåriga_kriget
500,Krig/konflikt i Polen 500,"De svenska förlusterna under slaget uppgick till 300 i antalet stupade och mellan 500 och 900 i antalet sårade, med 800 sårade som den fastställda siffran bland historiker. Enligt andra källor stupade så många som 1 000 svenska soldater. Bland de stupade var hertig Fredrik IV och överstelöjtnant Ridderschantz, fem kaptener, fem ryttmästare, fem löjtnanter, två fänrikar, två regementskvartermästare och en korpral. Bland de sårade var generalmajorerna Posse, Horn och Spens, överstelöjtnant Stålham",Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Kliszów
500,Krig/konflikt i Sverige 500,"I avvaktan på Lewenhaupts anslutning ryckte Karl XII fram långsamt, och kringgick i allmänhet de ryska försvarspositionerna. Endast vid övergången av floden Vabitj vid staden Holowczyn den 4 juli 1708 gick han till anfall. I slaget vid Holowczyn anförde Karl XII personligen Livgardets bataljoner och de ryska försvararna under fältmarskalk Boris Sjeremetiev drevs undan, svårt tilltygade. Svenskarna var endast 12 500 man, medan ryssarna räknades till 39 000 man. Segern i detta slag räknas som en a",Holowczyn,https://sv.wikipedia.org/wiki/Stora_nordiska_kriget
500,Krig/konflikt i Polen 500,"Den sachsisk-polska armén förlorade omkring 2 000 soldater på slagfältet, närmare bestämt omkring 1 800 soldater enligt vissa källor. Enligt sachsiska relationer hade totalt 1 706 sachsiska soldater stupat och 231 officerare och meniga sårats. De polska förlusterna i slaget uppgick till omkring 80 stupade, varav 60 bevingade husarer. Totalt sårades omkring 1 500 sachsare och polacker, inklusive fältmarskalk Steinau, generallöjtnant Flemming och generalmajor Trampe.",Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Kliszów
500,Krig/konflikt i Polen 500,"Den sachsiska armén bestod av sammanlagt 22 230 man, med en effektiv stridande styrka på totalt 16 500 man. Den stridande styrkan utgjordes av 7 145 fotsoldater fördelade mellan 16 bataljoner och 44 kavalleriskvadroner och 24 dragonskvadroner på totalt 9 000 man. Sachsarna hade 46 artilleripjäser med 355 artillerister, varav drygt hälften var grova tolvpundiga kanoner och resten var fyrpundiga regementskanoner. Den sachsisk-polska armén hade därmed en överlägsenhet i både antalet kanoner och kav",Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Kliszów
500,Krig/konflikt i Polen 500,"Karl XII tvingades snabbt till en defensiv genom att snabbt bege sig till den svenska vänsterflygeln och organisera en kavallerifront mot det polska kavalleriet och anskaffa förstärkningar från den svenska infantericentern som skulle klara befarade polska kavallerianfall mot vänsterflygeln. Under Stenbocks befäl omgrupperades infanteriet och i språng ryckte nio bataljoner från Dal-, Kalmar, Närke-Värmlands, Upplands och Västmanlands regementen in i de vidgade luckorna mellan skvadronerna. Kungen",Kalmar,https://sv.wikipedia.org/wiki/Slaget_vid_Kliszów
500,Krig/konflikt i Polen 500,"Den 16 juni avtågade Karl XII från Warszawa med 4 kavalleriregementen och 4 infanteriregementen, totalt 8 000 man, och lämnade några tusen man till stadens garnison. Under marschen skickade kungen i förväg överstelöjtnant Axel Gyllenkrok för att med 500 ryttare och 300 fotsoldater indriva kontributioner från närområdet, liksom återkommande bud till Mörner om att dennes trupper skulle så fort som möjligt genomkorsa floden Weichsel och återförenas med honom. Samma dag som kungen avtågade slog han",Nowe Miasto,https://sv.wikipedia.org/wiki/Slaget_vid_Kliszów
500,Krig/konflikt i Sverige 500,"Efter Eriks död rann enligt legenden en källa mirakulöst upp på den plats där hans blod först utgöts. Avrättningen skall ha skett på den öppna platsen söder om domkyrkan i Uppsala och här stod fram till 1700-talet Sankt Eriks kapell. Sedan 1500-talet utpekas Sankt Eriks källa vid S:t Eriks torg på domkyrkans norra sida, mellan kyrkan och Fyrisån; vissa källor tyder dock på att medeltidens Sankt Eriks källa var den nuvarande Slottskällan, 500 meter söder om domkyrkan. Källan vid S:t Eriks torg va",Uppsala,https://sv.wikipedia.org/wiki/Erik_den_helige
513,Krig/konflikt i Polen 513,"Det sachsiska infanteriet förlorade omkring 1 000 man. Det sachsiska kavalleriets förluster uppgick till 828 man, varav 42 officerare och 594 meniga i antalet stupade och 35 officerare och 157 meniga i antalet sårade. 48 sachsiska och polska artilleripjäser erövrades av svenskarna, och bland de sachsiska artilleristerna hade 70 stupat, 39 sårats och 2 officerare tillfångatagits. Enligt andra beräkningar hade fyra sachsiska kavalleriregementen och fem sachsiska infanteriregementen en totalförlust",Wien,https://sv.wikipedia.org/wiki/Slaget_vid_Kliszów
516,Krig/konflikt i Estland 516,"Armén som ämnade angripa ryssarna skulle delas i två kolonner, med fotsoldater framifrån och ryttare snett bakifrån. Den högra kolonnen under Otto Vellingks befäl bestod av 11 bataljoner med 2 998 fotsoldater under generalmajor Knut Göransson Posses befäl, och 24 skvadroner med 1 928 ryttare under general Bleckert Wachtmeisters befäl. De fick order om att anfalla Trubetskojs trupper vid det ryska fältlägret. Den vänstra kolonnen leddes av Rehnskiöld och var uppdelad i två grupper. Den vänstra av",Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Narva
517,Krig/konflikt i Ukraina 517,"Under senare delen av slaget detacherades från lägret en särskild stridsgrupp som under Mensjikovs befäl skulle anfalla eventuella svenska reservtrupper. Gruppen bestod av 6 299 man fördelade mellan 3 813 dragoner under generalmajor Johan Kristian Heinske och 2 486 fotsoldater under generallöjtnant Samuel Rentzel. Kavalleriet utgjordes av Troitska regementets sju skvadroner på 771 man, Smolenska regementets tio skvadroner på 992 man, Jamburgska regementets sex skvadroner på 617 man, Sankt Peters",Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
550,Krig/konflikt i Sverige 550,"Perioden sträcker sig mellan folkvandringstiden och vikingatiden, från ca år 550 till år 800, och från perioden finns bland annat gravfält och båtgravar från Vendel och Valsgärde norr om Gamla Uppsala, och gravfältet vid Ultuna strax intill Fyrisån, en halvmil söder om Uppsala.",Uppsala,https://sv.wikipedia.org/wiki/Vendeltiden
568,Krig/konflikt i Skåne 568,"I Sydskandinavien var järnåldern, särskilt den yngre romerska järnåldern (150–375 e.Kr.) och folkvandringstiden (375–568 e.Kr.), en våldsam och krigisk tid. Offerfynd av vapen och krigsutrustningar ökar under denna tiden och fynd av krigsbytesoffer tyder på att det inom loppet av trehundra år skedde minst 47 olika slag i Sydskandinavien. Fram till runt 200 e.Kr. var spjutet det huvudsakliga vapnet, men senare ökade även användningen av lansar och svärd. Över 40 vapenfynd har gjorts från järnålde",Trelleborg,https://sv.wikipedia.org/wiki/Skånes_historia
575,Krig/konflikt i Ukraina 575,"Den reguljära svenska armén som gick i fångenskap vid Perevolotjna räknade omkring 20 000 personer. Bland dessa var 983 officerare och 12 575 soldater, fördelade mellan 9 152 ryttare, 3 286 fotsoldater och 137 artillerister. Bland officerarna var general Lewenhaupt, generalmajorerna Creutz och Kruse, 11 överstar, 16 överstelöjtnanter, 23 majorer, en fälttygmästare, 256 ryttmästare och kaptener, en kaptenlöjtnant, 304 löjtnanter, 323 kornetter och fänrikar, 18 regementskvartermästare, två general",Poltava,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
587,Krig/konflikt i Ukraina 587,Enligt Wennerholms beräkningar tillfångatogs mellan 2 874 (varav 2 587 underofficerare och meniga) och 2 977 man (varav 2 729 underofficerare och meniga). Vidare har Wennerholm uppskattat att det svenska infanteriets förluster efter slaget uppgick till omkring 6 700 och 6 800 underofficerare och meniga i antalet stupade och tillfångatagna. För de beridna trupperna uppgick deras förluster efter slaget till omkring 3 300–4 100 underofficerare och meniga. Adderas dessa siffror uppgick totalförluste,Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
593,Krig/konflikt i Ukraina 593,"Enligt ryska relationer uppgick det ryska kavalleriets förluster till en överstelöjtnant, 2 majorer, 12 kaptener, 7 löjtnanter, 8 underlöjtnanter och kornetter samt 593 underofficerare och meniga i antalet stupade. I antalet sårade inbegrep generallöjtnant Rönne, 2 överstar, 3 överstelöjtnanter, 4 majorer, 26 kaptener, 18 löjtnanter, 19 underlöjtnanter och kornetter samt 1 381 underofficerare och meniga. Kavalleriets förlustandel uppgick till mellan 4 och 6 procent stupade och 10–16 procent såra",Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
594,Krig/konflikt i Polen 594,"Det sachsiska infanteriet förlorade omkring 1 000 man. Det sachsiska kavalleriets förluster uppgick till 828 man, varav 42 officerare och 594 meniga i antalet stupade och 35 officerare och 157 meniga i antalet sårade. 48 sachsiska och polska artilleripjäser erövrades av svenskarna, och bland de sachsiska artilleristerna hade 70 stupat, 39 sårats och 2 officerare tillfångatagits. Enligt andra beräkningar hade fyra sachsiska kavalleriregementen och fem sachsiska infanteriregementen en totalförlust",Wien,https://sv.wikipedia.org/wiki/Slaget_vid_Kliszów
600,Krig/konflikt i Sverige 600,"Englands regering hade ur militär- och handelspolitisk anledning att frukta för den ryske tsarens makt, och Sverige hade därför allierat sig med detta land för att få hjälp mot Ryssland. England medlade fred mellan Sverige och Danmark och vid freden i Frederiksborg 3 juli 1720 avstod Sverige från förbindelsen med Gottorp, som därefter definitivt miste sin del av Schleswig, avstod friheten från öresundstullen och betalade 600 000 riksdaler till Danmark.",Frederiksborg,https://sv.wikipedia.org/wiki/Stora_nordiska_kriget
600,Krig/konflikt i Jämtland 600,"Bebyggelsen stagnerade på 600-talet i hela Mellannorrland, och Mjälleborgen övergavs på 700-talet. En folkkoncentration skedde i den bördiga östra Storsjöbygden. Orter som Frösön, Brunflo, Hackås, Lockne och Näs samt halvön Rödön utmärker sig. Storsjöbygden blev en oas i det som då var Nordskandinavien. Hästar utgjorde det enda pålitliga färdmedlet och blev en nödvändighet för alla bönder.",Okänd,https://sv.wikipedia.org/wiki/Jämtlands_historia
600,Krig/konflikt i Sverige 600,"Som en följd av skånska kriget hade Sveriges finanser försvagats kraftigt och den svenska staten var djupt skuldsatt. I oktober 1680 sammankallade Karl XI riksdagen med ståndsriksdagen. Där framlade kungen ett reduktionsförslag, som antogs av riksdagen, om att samtliga donationer från utrikesprovinserna skulle dras in till kronan och de inkomstbringande grev- och friherreskapen skulle avskaffas. Även donationer med större årlig avkastning än 600 daler silvermynt reducerades. På så vis gick lågad",Okänd,https://sv.wikipedia.org/wiki/Karl_XI
600,Krig/konflikt i Sverige 600,"För att trygga sina framgångar var Peter ivrig att stärka Augusts parti i Polen och hade därför sänt dit betydande trupper. På senhösten 1705 sammanträffade han med August i Grodno (beläget i nuvarande västra Belarus) för att avtala om vilka åtgärder som närmast skulle göras. Medan Carl Gustaf Rehnskiöld bevakade Västpolen gick Karl XII vid nyårstiden 1706 i ilmarscher för att inringa Grodno, där August ännu befann sig tillsammans med en rysk kår under befäl av fältmarskalk Georg Benedict Ogilvy",Fraustadt,https://sv.wikipedia.org/wiki/Stora_nordiska_kriget
600,Krig/konflikt i Polen 600,"Den förstärkta svenska vänsterflygeln sökte förekomma det förväntade polska anfallet. Strax före klockan två på eftermiddagen framryckt den vänstra kavalleriflygeln under hertig Fredrik IV mot kronarmén. Redan i inledningen av marschen blev hertigen dock träffad i korsryggen av en sachsisk falkonettkula, varpå hertigen fördes bort till en närliggande ekdunge och avled några timmar senare. Befälet över hela vänsterflygeln överfördes till Vellingk. De svenska ryttarna tvingades ge vika för 600 bev",Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Kliszów
600,Krig/konflikt i Sverige 600,1672 ingick Frankrike och Sverige förbund. Frankrike lovade att årligen betala Sverige 400 000 riksdaler i fredstid och 600 000 per år vid krig. Sverige förband sig att hålla fred i Tyska riket och att hålla de tyska staterna utanför ett krig mellan Frankrike och dess motståndare Nederländerna och Spanien. Det sista skulle ordnas genom att Sverige skulle sätta upp en armé om 16 000 man i Tyskland. Ur svensk synvinkel var motivet att man inte ville att det franska erbjudandet istället skulle gå t,Tyska,https://sv.wikipedia.org/wiki/Karl_XI
600,Krig/konflikt i Sverige 600,"Orsaken till det trettioåriga krigets tredje fas, det svensk-tyska skedet (1630–1635), var nödvändigheten för Sverige att driva ut de katolska arméerna ur de nordtyska länder som låg inom dess närmaste intressesfär samt förhindra flottrustningarna där. Samtidigt lade Gustav II Adolf fram konturerna till en lösning som på samma gång skulle ha tillgodosett både Sveriges och dess trosförvanters intressen i Nordtyskland. Det gamla tillståndet skulle återställas där, kustländerna underkasta sig Sveri",Danzig,https://sv.wikipedia.org/wiki/Trettioåriga_kriget
600,Krig/konflikt i Ukraina 600,"Peter I kommenderade över 51 000 reguljära ryska trupper och 23 000 irreguljära kosacker och kalmucker. Det ryska reguljära infanteriet räknade högst 24 500 man i slaglinjen inför huvuddrabbningen. Det ryska reguljära kavalleriet bestod inför huvuddrabbningen av omkring 14 600 dragoner. Av de ryska trupperna befann sig omkring 60 bataljoner, omkring 27 000 man, och artilleriet inom det befästa lägret. Där fanns även Peter I:s stab och uppvaktning. Två infanteriregementen stod som säkerhetsbesätt",Semjonovka,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
600,Krig/konflikt i Ukraina 600,"Det svenska nederlaget vid Poltava innebar den mest förlustbringande militära sammandrabbningen i Sveriges historia. Den totala förlustsiffran varierar mellan olika verk. Enligt det svenska generalstabsverket uppgick de svenska förlusterna till 301 stupade officerare och ungefär 6 600 döda eller dödligt sårade underofficerare och meniga, totalt omkring 6 900 man, vilket utgör en tredjedel av de deltagande svenska soldaterna. Enligt beräkningar av den svenske historikern Bertil Wennerholm, basera",Poltava,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
600,Krig/konflikt i Ukraina 600,"Skansen omringades snart av 2 000 ryska fotsoldater och Rentzel lät skicka överstelöjtnant Alexej Kirov med en trumslagare som parlamentär till Roos för att erbjuda honom en hedersam kapitulation. Roos tvekade och begärde att få två timmars betänketid, vilket beviljades av Rentzel. Roos kallade då samman sina få överlevande officerare till ett krigsråd. Då man befann sig utan ammunition och andra medel för att stå emot ett ryskt stormanfall, beslutade Roos vid halv tio på förmiddagen att kapitul",Okänd,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
600,Krig/konflikt i Ukraina 600,"På grund av ryssarnas överlägsenhet i både manskap och material, liksom att nästan samtliga officerare hade stupat, tvingades Roos att med sin illa tilltygade skara retirera från skogsbrynet och gå längre in i Jakovtsiskogen mot det svenska infanteriets tidigare förläggning i söder, i hopp om att där kunna finna undsättning. Mensjikov beslöt därefter att överlämna befälet till Rentzel och återvända till tsaren, då han ansåg sig ha löst sin uppgift. Rentzels trupper förföljde svenskarna obönhörli",Poltava,https://sv.wikipedia.org/wiki/Slaget_vid_Poltava
